Date,Time,Location,Sub-location,Source,Notes
2020-07-28,1115h - 1215h,Ikea Alexandra (317 Alexandra Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-28,1200h - 1300h,Ng Ah Sio Bak Kut Teh (208 Rangoon Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-27,1335h - 1435h,Bukit Panjang Integrated Transport Hub (15 Petir Road),Mr Teh Tarik Deli,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-26,1250h - 1540h,Bugis Junction (200 Victoria Street),"Adidas, Kfc",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-26,1430h - 1530h,Sunshine Place (475 Choa Chu Kang Avenue 3),Giant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,1800h - 2000h,Ct Hub (2 Kallang Avenue),Botanict,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,1255h - 1430h,Myck (478 Tampines Street 44),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,1600h - 1735h,Myck (478 Tampines Street 44),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,1335h - 1430h,Bukit Panjang Integrated Transport Hub (15 Petir Road),Mr Teh Tarik Deli,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,2230h - 0030h,Al-Sahira Restaurant (200 Jalan Sultan),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-25,1230h - 1400h,Ananas Cafe (10 Choa Chu Kang Avenue 4),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-24,1930h - 2200h,Northpoint City (930 Yishun Avenue 2),Din Tai Fung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-23,1730h - 2030h,Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-22,1430h - 1540h,Hillion Mall (17 Petir Road),"Mcdonald’S, Fairprice",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-22,1145h - 1220h,Hillion Mall (17 Petir Road),Watsons,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-21,1730h - 2030h,Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-21,1510h - 1610h,Funan Mall (107 North Bridge Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-21,1500h - 1550h,Raffles City Shopping Centre (252 North Bridge Road),Raffles City Market Place,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-20,1830h - 1910h,Tekka Centre (665 Buffalo Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-20,1130h - 1230h,Changi Village Hawker Centre (2 Changi Village Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-20,1200h - 1300h,B&S Mini Mart Pte Ltd (310 Geylang Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-20,1720h - 2005h,Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-19,0945h - 1130h,Orchardgateway (277 Orchard Road),Chimpchamp Fitness,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-19,1230h - 1530h,Kallang Wave Mall (1 Stadium Place),Yunomori Onsen & Spa,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-18,1900h - 2015h,Safra Yishun (60 Yishun Avenue 4),Pin Si Restaurant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,1540h - 1710h,Joo Chiat Complex (1 Joo Chiat Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,2140h - 0000h,Filmgarde Bugis+ (201 Victoria Street),Hall 6,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,1700h - 1830h,"Activesg Gym At Fernvale Square (51A Sengkang West
Avenue)",,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,1930h - 2115h,Lecoq (25 Church Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,0950h - 1020h,Pasir Ris West Plaza (735 Pasir Ris Street 72),Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-17,0955h - 1025h,Changi Village Hawker Centre (2 Changi Village Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-16,1700h - 1830h,"Activesg Gym At Fernvale Square (51A Sengkang West
Ave)",,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-16,1805h - 1940h,G7 Sinma Live Seafood Restaurant (163 Geylang Road Lorong 3),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-16,2245h - 0030h,313 Kpt Pte Ltd (313A Sembawang Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-15,1400h - 1530h,Seah Im Food Centre (2 Seah Im Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-15,2230h - 0000h,Thasevi Food (239 Jalan Kayu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-15,1610h - 1850h,Vivocity (1 Harbourfront Walk),"Golden Village Vivocity, Soup Restaurant",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-15,1200h - 1240h,Lot One Shoppers’ Mall (21 Choa Chu Kang Avenue 4),Mcdonald’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1330h - 1400h,Market Street Interim Hawker Centre (5 Cross Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1945h - 2020h,Sembawang Community Club (2125 Sembawang Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1330h - 1400h,Fairprice Jurong Gateway Road (135 Jurong Gateway Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1520h - 1930h,Waterway Point (83 Punggol Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,2105h - 2225h,"Activesg Gym At Fernvale Square (51A Sengkang West
Avenue)",,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1140h - 1220h,Sheng Siong Supermarket (7 Jurong West Avenue 5),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1000h - 1200h,Westgate (3 Gateway Drive),Food Republic@Westgate,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1005h - 1120h,Icbc Jurong East Sub-Branch (130 Jurong Gateway Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1935h - 2005h,Westgate (3 Gateway Drive),Tokyu Hands Jurong East,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1000h - 1040h,Albert Centre (270 Queen Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1930h - 2130h,Food Park – Lor Lew Lian (2 Lorong Lew Lian),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1600h - 1930h,Jem (50 Jurong Gateway Road),"Starbucks, Marché Mövenpick",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-14,1600h - 1655h,"Vivocity (1 Harbourfront Walk)
Fairprice Xtra",,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-13,1935h - 2040h,Fairprice Joo Chiat Complex (2 Joo Chiat Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-13,1740h - 1825h,Tiong Bahru Plaza (298 Tiong Bahru Road),Mcdonald’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-13,1230h - 1300h,The Metropolis (9 North Buona Vista Drive),Saladstop!,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,2010h - 2140h,Suntec City (3 Temasek Boulevard),Din Tai Fung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,1740h - 1815h,G7 Sinma Live Seafood Restaurant (163 Geylang Road Lorong 3),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,1830h - 1930h,Resorts World Sentosa Casino (8 Sentosa Gateway),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,1915h - 2055h,Golden Mile Complex (5001 Beach Road),Diandin Leluk Thai Restaurant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,1120h - 1220h,Bukit Panjang Plaza (1 Jelebu Road),Streats,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-12,1300h - 1700h,Bar Bar Black Sheep (86 Robertson Quay),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-11,1310h - 1340h,Bugis+ (201 Victoria Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-11,1000h - 1100h,Singpost Centre (10 Eunos Road 8),Bon Aesthetics,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-11,1625h - 1700h,West Mall (1 Bukit Batok Central Link),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-11,0645h - 0715h,Sheng Siong Supermarket (154A Bukit Batok West Avenue 8),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1200h - 1230h,Block 16 Bedok South Market & Food Centre (16 Bedok South Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,2115h - 2200h,Spize Bedok (336 Bedok Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1550h - 1620h,Apple Orchard Road (270 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1945h - 2040h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1255h - 1400h,Northpoint City (930 Yishun Avenue 2),O’Coffee Club Xpress,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1250h - 1330h,Taman Jurong Shopping Centre (399 Yung Sheng Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1810h - 1850h,"Century Square (2 Tampines Central 5)
Nakhon Kitchen",,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1250h - 1330h,Hao Mart (505 Canberra Link),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,0620h - 0650h,Sheng Siong Supermarket (154A Bukit Batok West Avenue 8),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-10,1200h - 1500h,The Panggung@Aroma Kampung Restaurant (2 Joo Chiat Complex),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1630h - 1730h,Relax & Comfort Reflexology Therapy (92 Lorong 4 Toa Payoh),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1125h - 1200h,Tang Plaza (310 Orchard Road),Tangs,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1930h - 2150h,Northpoint City (930 Yishun Avenue 2),Malaysia Chiak!,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1600h - 1715h,Bedok Point (799 New Upper Changi Road),Challenger,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1500h - 1910h,Imm (2 Jurong East Street 21),Adidas Outlet,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1600h - 1630h,Alsalam Restaurant (427 East Coast Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-09,1310h - 1400h,Vivocity (1 Habourfront Walk),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-07,1725h - 1800h,Kallang Wave Mall (1 Stadium Place),My Kampung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-07,1120h - 1200h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-06,1230h - 1300h,Kallang Wave Mall (1 Stadium Place),My Kampung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
